2024-11-28 14:50:28, RSSI: -84 dBm
2024-11-28 14:50:38, RSSI: -86 dBm
2024-11-28 14:50:38, RSSI: Device out of range dBm
2024-11-28 14:53:10, RSSI: -67 dBm
2024-11-28 14:53:20, RSSI: -88 dBm
2024-11-28 14:53:20, RSSI: Device out of range dBm
2024-12-02 18:51:51, RSSI: -37 dBm
2024-12-02 18:52:01, RSSI: -41 dBm
2024-12-02 18:52:12, RSSI: -58 dBm
2024-12-02 18:52:22, RSSI: -65 dBm
2024-12-02 18:52:33, RSSI: -73 dBm
2024-12-02 18:52:43, RSSI: -66 dBm
2024-12-02 18:52:54, RSSI: -59 dBm
2024-12-02 18:53:32, RSSI: -57 dBm
2024-12-02 18:53:42, RSSI: -68 dBm
2024-12-02 18:53:53, RSSI: -69 dBm
2024-12-02 18:54:03, RSSI: -76 dBm
2024-12-02 18:54:03, RSSI: Device out of range dBm
2024-12-04 16:32:09, RSSI: -63 dBm
2024-12-04 16:32:16, RSSI: -69 dBm
2024-12-04 16:32:23, RSSI: -68 dBm
2024-12-04 16:32:29, RSSI: -49 dBm
2024-12-04 16:32:36, RSSI: -49 dBm
2024-12-04 16:32:43, RSSI: -60 dBm
2024-12-04 16:32:49, RSSI: -59 dBm
2024-12-04 16:32:56, RSSI: -61 dBm
2024-12-04 16:33:03, RSSI: -61 dBm
2024-12-04 16:33:10, RSSI: -66 dBm
2024-12-04 16:33:17, RSSI: -65 dBm
2024-12-04 16:33:24, RSSI: -65 dBm
2024-12-04 16:33:30, RSSI: -77 dBm
2024-12-04 16:33:37, RSSI: -65 dBm
2024-12-04 16:33:44, RSSI: -50 dBm
2024-12-04 16:33:51, RSSI: -62 dBm
2024-12-04 16:33:58, RSSI: -53 dBm
2024-12-04 16:34:41, RSSI: -40 dBm
2024-12-04 16:34:48, RSSI: -44 dBm
2024-12-04 16:34:54, RSSI: -54 dBm
2024-12-04 16:35:01, RSSI: -59 dBm
2024-12-04 16:35:08, RSSI: -54 dBm
2024-12-04 16:35:15, RSSI: -59 dBm
2024-12-04 16:35:22, RSSI: -51 dBm
2024-12-04 16:35:28, RSSI: -67 dBm
2024-12-04 16:35:35, RSSI: -59 dBm
2024-12-04 16:35:42, RSSI: -65 dBm
2024-12-04 16:35:49, RSSI: -56 dBm
2024-12-04 16:35:55, RSSI: -58 dBm
2024-12-04 16:36:02, RSSI: -64 dBm
2024-12-04 16:36:09, RSSI: -72 dBm
2024-12-04 16:36:16, RSSI: -76 dBm
2024-12-04 16:36:22, RSSI: -53 dBm
2024-12-04 16:36:29, RSSI: -64 dBm
2024-12-04 16:36:36, RSSI: Device not found dBm
2024-12-04 16:36:43, RSSI: -68 dBm
2024-12-04 16:36:50, RSSI: Device not found dBm
2024-12-04 16:36:56, RSSI: -73 dBm
2024-12-04 16:37:03, RSSI: -40 dBm
2024-12-04 16:37:10, RSSI: -35 dBm
2024-12-04 16:40:14, RSSI: -54 dBm
2024-12-04 16:40:51, RSSI: -60 dBm
2024-12-04 16:40:58, RSSI: -54 dBm
2024-12-04 16:41:05, RSSI: -53 dBm
2024-12-04 16:41:12, RSSI: -57 dBm
2024-12-04 16:41:18, RSSI: -59 dBm
2024-12-04 16:41:25, RSSI: -59 dBm
2024-12-04 16:41:51, RSSI: -58 dBm
2024-12-04 16:41:58, RSSI: -54 dBm
2024-12-04 16:42:04, RSSI: -54 dBm
2024-12-04 16:42:11, RSSI: -61 dBm
2024-12-04 16:42:18, RSSI: -63 dBm
2024-12-04 16:42:25, RSSI: -55 dBm
2024-12-04 16:42:31, RSSI: -63 dBm
2024-12-04 16:42:38, RSSI: -61 dBm
2024-12-04 16:42:45, RSSI: -55 dBm
2024-12-04 16:42:52, RSSI: -57 dBm
2024-12-04 16:42:59, RSSI: -64 dBm
2024-12-04 16:43:06, RSSI: -65 dBm
2024-12-04 16:43:12, RSSI: -66 dBm
2024-12-04 16:43:12, RSSI: Device out of range dBm
2024-12-04 16:43:19, RSSI: -51 dBm
2024-12-04 16:46:47, RSSI: -69 dBm
2024-12-04 16:46:47, RSSI: Device out of range dBm
2024-12-04 16:47:10, RSSI: -49 dBm
2024-12-04 16:47:21, RSSI: -50 dBm
2024-12-04 16:47:31, RSSI: -60 dBm
2024-12-04 16:47:31, RSSI: Device out of range dBm
2024-12-04 16:47:53, RSSI: -55 dBm
2024-12-04 16:48:04, RSSI: -49 dBm
2024-12-04 16:48:15, RSSI: -49 dBm
2024-12-04 16:48:26, RSSI: -46 dBm
2024-12-04 16:48:58, RSSI: -59 dBm
2024-12-04 16:49:09, RSSI: -56 dBm
2024-12-04 16:49:20, RSSI: -58 dBm
2024-12-04 16:49:31, RSSI: -53 dBm
2024-12-04 16:49:41, RSSI: -66 dBm
2024-12-04 16:49:41, RSSI: Device out of range dBm
2024-12-08 13:36:38, RSSI: -81 dBm
2024-12-08 13:36:38, RSSI: Device out of range dBm
2024-12-08 13:37:25, RSSI: -74 dBm
2024-12-08 13:37:35, RSSI: -72 dBm
2024-12-08 13:37:45, RSSI: -72 dBm
2024-12-08 13:37:55, RSSI: -71 dBm
2024-12-08 13:38:05, RSSI: -68 dBm
2024-12-08 13:38:15, RSSI: -69 dBm
2024-12-08 13:38:25, RSSI: -70 dBm
2024-12-08 13:38:35, RSSI: -70 dBm
2024-12-08 13:39:19, RSSI: -65 dBm
2024-12-08 13:39:29, RSSI: -68 dBm
2024-12-08 13:39:40, RSSI: -66 dBm
2024-12-08 13:39:50, RSSI: -68 dBm
2024-12-08 13:43:58, RSSI: -78 dBm
2024-12-08 13:44:08, RSSI: -77 dBm
2024-12-08 13:44:18, RSSI: -77 dBm
2024-12-08 13:44:28, RSSI: -76 dBm
2024-12-08 13:44:38, RSSI: -81 dBm
2024-12-08 13:44:38, RSSI: Device out of range dBm
2024-12-08 13:45:57, RSSI: -72 dBm
2024-12-08 13:46:07, RSSI: -72 dBm
2024-12-08 13:46:17, RSSI: -69 dBm
2024-12-08 13:46:27, RSSI: -76 dBm
2024-12-08 13:46:37, RSSI: -80 dBm
2024-12-08 13:46:37, RSSI: Device out of range dBm
2024-12-08 14:29:51, RSSI: -70 dBm
2024-12-08 14:30:00, RSSI: -70 dBm
2024-12-08 14:30:08, RSSI: -70 dBm
2024-12-08 14:30:16, RSSI: -72 dBm
2024-12-08 14:30:24, RSSI: -75 dBm
2024-12-08 14:30:32, RSSI: -74 dBm
2024-12-08 14:30:40, RSSI: -74 dBm
2024-12-08 14:30:48, RSSI: -75 dBm
2024-12-08 14:30:56, RSSI: -80 dBm
2024-12-08 14:30:56, RSSI: Device out of range dBm
2024-12-08 14:32:14, RSSI: -79 dBm
2024-12-08 14:32:22, RSSI: -77 dBm
2024-12-08 14:32:30, RSSI: -75 dBm
2024-12-08 14:32:38, RSSI: -81 dBm
2024-12-08 14:32:38, RSSI: Device out of range dBm
2024-12-08 14:32:59, RSSI: -84 dBm
2024-12-08 14:32:59, RSSI: Device out of range dBm
2024-12-08 14:33:13, RSSI: -73 dBm
2024-12-08 14:33:21, RSSI: -69 dBm
2024-12-08 14:33:29, RSSI: -77 dBm
2024-12-08 14:33:37, RSSI: -71 dBm
2024-12-08 14:33:45, RSSI: -84 dBm
2024-12-08 14:33:45, RSSI: Device out of range dBm
2024-12-08 14:37:41, RSSI: -84 dBm
2024-12-08 14:37:49, RSSI: -67 dBm
2024-12-08 14:37:58, RSSI: -63 dBm
2024-12-08 14:38:06, RSSI: -53 dBm
2024-12-08 14:38:14, RSSI: -69 dBm
2024-12-08 14:38:22, RSSI: -79 dBm
2024-12-08 14:38:30, RSSI: -80 dBm
2024-12-08 14:38:38, RSSI: -85 dBm
2024-12-08 14:38:46, RSSI: -83 dBm
2024-12-08 14:38:54, RSSI: -73 dBm
2024-12-08 14:39:02, RSSI: -71 dBm
2024-12-08 14:39:10, RSSI: -68 dBm
2024-12-08 14:39:18, RSSI: -83 dBm
2024-12-08 14:39:26, RSSI: -88 dBm
2024-12-08 14:39:35, RSSI: -91 dBm
2024-12-08 14:39:35, RSSI: Device out of range dBm
2024-12-09 17:47:23, RSSI: -73 dBm
2024-12-09 17:47:31, RSSI: -64 dBm
2024-12-09 17:47:40, RSSI: -74 dBm
2024-12-09 17:47:49, RSSI: -63 dBm
2024-12-09 17:47:57, RSSI: -71 dBm
2024-12-09 17:48:06, RSSI: -67 dBm
2024-12-09 17:48:15, RSSI: -70 dBm
2024-12-09 17:48:23, RSSI: -84 dBm
2024-12-09 17:48:23, RSSI: Device out of range dBm
